id
user:19610
user:127
user:12864
user:18608
user:38468
user:16597
user:73
user:7123
user:2600
user:22851
user:2742
user:26302
user:128299
user:81482
user:18376
user:2224
user:822
user:16349
user:18951
user:6491
user:15051
user:20
user:16108
user:83
user:25
user:6088
""
""
user:-1
user:32
user:106915
user:324
user:78168
user:26
user:15301
user:15855
user:38103
user:61388
user:517
user:119615
user:342
user:10576
user:22539
user:28
user:32716
user:81450
user:14088
user:729
user:9885
user:27297
user:18771
user:105299
user:78966
user:77052
user:24137
user:26822
user:301
user:4499
user:28035
user:20709
user:18182
user:6095
user:73136
user:630
user:5813
user:95526
user:213
